Date,ZHVI_pct_change,Unemployment_Rate,Median_Household_Income,CPI,GDP_Growth,Poverty_Rate_lag5,CPI_pct_change,Unemployment_Rate_pct_change,Median_Household_Income_pct_change,Population_pct_change,Poverty_Rate_pct_change,CPI_yoy_pct,Income_yoy_pct,Interest_Rate_diff1,Mortgage_Rate_diff1,real_interest_rate,real_mortgage_rate,Income_CPI_interaction,hot_market,rising_rates,accelerating_prices,accelerating_inflation,ZHVI_pct_change_is_imputed,Poverty_Rate_lag5_is_imputed,CPI_pct_change_is_imputed,Unemployment_Rate_pct_change_is_imputed,Median_Household_Income_pct_change_is_imputed,Population_pct_change_is_imputed,Poverty_Rate_pct_change_is_imputed,CPI_yoy_pct_is_imputed,Income_yoy_pct_is_imputed,Interest_Rate_diff1_is_imputed,Mortgage_Rate_diff1_is_imputed,real_interest_rate_is_imputed,real_mortgage_rate_is_imputed,Income_CPI_interaction_is_imputed
2010-07-01,-0.18190011608051337,9.733333333333333,55100.24942176289,229.522,2.9342676566421746,18.4,0.4162097206990678,-1.0169491525423902,-1.7280022887609436,0.0,0.0,1.2749715949830653,-0.8753179617789875,-0.00666666666666671,-0.4618333333333329,0.17391695071683594,4.433083617383503,-0.7192113499725423,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,-1.134582199191514,9.9,54767.86647508096,230.91766666666663,0.7980836066330499,18.4,0.6080753333739919,1.7123287671233056,-0.603233107236445,0.0,0.0,1.8190663551724606,-3.3092274035714464,0.0,-0.03283333333333349,0.16847600311494199,4.394809336448276,-0.3668111727850303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,-0.43923652422659387,10.033333333333331,55879.853360022935,233.976,0.1124047517898875,18.4,1.3244258776216267,1.3468013468013185,2.030363708704841,2.479505420613859,-2.604166666666663,2.639059484120021,-1.6558604128302123,-0.03,0.43483333333333274,0.13027607182546638,4.821442738492133,2.6890662367925096,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,-0.005854535880489564,10.4,58491.43172944897,237.1275,1.9624451079464549,19.2,1.346933018771157,3.6544850498339,4.673559811619654,0.0,0.0,3.7436270620902157,4.320214615456797,-0.0633333333333333,-0.18533333333333246,0.05589706271243114,4.625063729379098,6.294972025472421,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01,-0.7342724927607569,10.4,61688.02183932505,238.458,0.9885823371511672,19.2,0.5610905525508469,0.0,5.465057044016031,0.0,0.0,3.893308702433762,11.955975674694841,-0.009999999999999995,-0.35550000000000015,0.04440024630899568,4.268066912975662,3.066391876548853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,-0.7559611999165661,9.933333333333334,64302.84973975597,238.40316666666664,4.953571873325849,19.2,-0.022994964871536627,-4.487179487179493,4.238793565534649,0.0,0.0,3.241631577199966,17.40981323238757,-0.009999999999999995,-0.30100000000000016,0.040917017561333646,3.9735836842280006,-0.09747090913716473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,0.23074215654668162,9.466666666666669,65234.582243198645,240.6145,2.7051846934482398,19.2,0.9275603861526038,-4.69798657718119,1.4489754454328985,2.490286801334851,-2.67379679144385,2.8372568126645348,16.740789963969704,0.03,-0.08633333333333404,0.07496076520668796,3.891294098540021,1.3440122236913805,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-01,1.395073499166788,9.1,64240.82878633269,242.2938333333333,1.4257310195086024,18.7,0.6979352172596931,-3.8732394366197465,-1.5233537530158103,0.0,0.0,2.178715388697361,9.829468841654364,0.04999999999999999,-0.1253333333333333,0.13154617944635968,3.7725461794463593,-1.0632022325744583,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-01,1.7929213045371206,8.700000000000001,62302.35681945996,243.232,0.141326884519971,18.7,0.3872020404976695,-4.39560439560438,-3.0175077182147847,0.0,0.0,2.0020297075376003,0.9958740154369483,-0.009999999999999981,-0.2444999999999995,0.12331303625795731,3.5298130362579574,-1.1683851457102312,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,2.1903015433144546,8.633333333333333,60584.97329681778,243.49816666666663,1.8141298092389764,18.7,0.109429132131722,-0.7662835249042321,-2.7565305877895185,0.0,0.0,2.137136041956933,-5.78182220225859,0.01666666666666669,-0.1900000000000004,0.13862863958043067,3.3384619729137635,-0.30164474991635254,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
