Date,Year,Month,Unemployment_Rate,CPI,Interest_Rate,Mortgage_Rate,ZHVI,GDP_Growth,Median_Household_Income,Population,Poverty_Rate,Marriage_Rate,Divorce_Rate,Poverty_Rate_lag15,Unemployment_Rate_lag2,CPI_lag11,Median_Household_Income_future17,Population_future8,Divorce_Rate_future2,ZHVI_diff1,CPI_diff1,Median_Household_Income_diff1,Population_diff1,Mortgage_Rate_diff1,month_sin,month_cos,spring,summer,fall,winter,hot_market_season,price_to_income,monthly_payment,payment_to_income,CPI_yoy_pct,real_interest_rate,real_mortgage_rate,rising_rates,falling_rates,price_momentum,hot_market,cold_market,high_unemployment,ZHVI_ma3,ZHVI_ma6,Interest_Rate_ma3,Interest_Rate_ma6,Unemployment_Rate_ma3,Unemployment_Rate_ma6,CPI_ma3,CPI_ma6,ZHVI_mom_pct,ZHVI_yoy_pct,Median_Household_Income_mom_pct,Median_Household_Income_yoy_pct,CPI_mom_pct
2003-01-01,2003,1,7.0,186.3,1.24,5.916,249443.0736,1.4722562599534283,45040.0,568.502,17.5,4.08,2.1,18.1,6.9,180.95,43422.127890699005,568.502,2.0,2254.246199999994,0.45000000000001705,306.0778652838271,-4.656000000000063,-0.13149999999999995,0.49999999999999994,0.8660254037844387,0,0,0,1,0,5.538256518650089,1185.6741785608563,31.589898185457983,3.500000000000014,-2.260000000000014,2.415999999999986,0,1,7.467474177818367,1,0,1,247076.50763333333,242905.19541666665,1.2733333333333332,1.51,6.966666666666666,6.883333333333333,185.85,185.65833333333333,0.9119531103856104,14.707802210981002,0.6842187107181763,15.280266188891733,0.2421307506053294
2003-02-01,2003,2,7.1,187.55,1.26,5.8425,251846.7985,2.1,45224.201759865886,568.502,17.5,4.08,2.0,18.1,7.0,181.9,43551.72796930728,568.502,1.9,2403.724900000001,1.25,184.20175986588583,0.0,-0.07350000000000012,0.8660254037844386,0.5000000000000001,0,0,0,1,0,5.568850055934008,1187.6334630785402,31.51321859170996,3.647416413373872,-2.387416413373872,2.1950835866261285,0,1,6.937843432665058,1,0,1,249492.89983333333,245628.38738333332,1.2466666666666668,1.43,7.033333333333334,6.933333333333334,186.5666666666667,186.08333333333334,0.9636366587811418,14.8763188517552,0.408973711958005,14.771631277583674,0.6709608158883551
2003-03-01,2003,3,7.2,188.8,1.25,5.745,254389.5635,2.4816332311052536,45293.90272626941,568.502,17.5,4.59,2.0,18.1,7.0,182.75,43723.18985160536,568.502,1.9,2542.764999999985,1.25,69.7009664035213,0.0,-0.09750000000000014,1.0,6.123233995736766e-17,1,0,0,0,0,5.616419610325607,1186.9924162487516,31.447740507297656,3.793293018141841,-2.543293018141841,1.951706981858159,0,1,6.52053668448942,1,0,1,251893.1452,248223.74995,1.25,1.3466666666666667,7.1000000000000005,7.0,187.54999999999998,186.58333333333334,1.009647537766889,15.071141456408931,0.15412315461889037,13.82384500053966,0.666488936283649
2003-04-01,2003,4,7.3,188.75,1.26,5.8125,257321.7312,2.898658237726699,45278.932830496175,568.502,17.5,5.1,1.9,17.5,7.1,183.6,43928.74873148327,568.502,1.9,2932.16770000002,-0.05000000000001137,-14.969895773232565,0.0,0.0674999999999999,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,5.683034363095439,1209.5136044953922,32.05500294867629,3.283173734610134,-2.0231737346101344,2.529326265389866,0,1,6.385535208838222,1,0,1,254519.3644,250797.9360166667,1.2566666666666666,1.265,7.2,7.083333333333333,188.36666666666667,187.10833333333335,1.1526289285055613,15.231576430805681,-0.033050576064730386,12.34962134834674,-0.026483050847458944
2003-05-01,2003,5,7.3,188.7,1.26,5.484,260374.9591,3.6,45186.993208798856,568.502,17.5,5.61,1.9,17.5,7.2,183.9,44156.27567098677,567.754,2.0,3053.227899999998,-0.05000000000001137,-91.93962169731822,0.0,-0.3285,0.49999999999999994,-0.8660254037844387,1,0,0,0,1,5.762166070596163,1180.6141049373903,31.352759396458357,2.777777777777768,-1.517777777777768,2.706222222222232,0,1,6.450323219597909,1,0,1,257362.08459999997,253427.49221666667,1.2566666666666666,1.2516666666666667,7.266666666666666,7.1499999999999995,188.75,187.65833333333333,1.1865410223075523,15.235377085309242,-0.20305165327437757,10.609814580537202,-0.026490066225171027
2003-06-01,2003,6,7.4,189.45,1.22,5.23,263616.1065,4.804292025404748,45027.69564226091,568.502,17.5,6.63,1.9,17.5,7.3,184.2,44416.94437768585,567.754,2.0,3241.147399999987,0.75,-159.29756653794902,0.0,-0.25399999999999956,1.2246467991473532e-16,-1.0,0,1,0,0,1,5.854532476953632,1161.9472421102305,30.96620137104278,3.0179445350734024,-1.7979445350734025,2.212055464926598,0,1,6.645639802084347,1,0,1,260437.59893333333,256165.37206666663,1.2466666666666666,1.2483333333333333,7.333333333333333,7.216666666666666,188.96666666666667,188.25833333333333,1.2447999650977204,15.170592345072077,-0.35252968880197244,8.60166888018572,0.3974562798092274
2003-07-01,2003,7,7.4,190.2,1.01,5.6325,267014.2389,6.031708544096995,44826.38512588572,568.502,17.5,7.139999999999999,2.0,17.5,7.3,185.0,44690.11364423264,567.754,2.1,3398.1324000000022,0.75,-201.31051637518976,0.0,0.40249999999999986,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,5.956631081229173,1230.6793375212544,32.94522190174765,3.2573289902280145,-2.2473289902280147,2.375171009771986,0,1,7.044158431184444,1,0,1,263668.4348333333,259093.89961666663,1.1633333333333333,1.21,7.366666666666667,7.283333333333334,189.45000000000002,188.90833333333333,1.2890458193608234,15.037653320896126,-0.44708154282327994,6.554855702572326,0.39588281868567776
2003-08-01,2003,8,7.4,190.5,1.03,6.264,270414.6742,6.8,44585.38204777821,568.502,17.5,6.119999999999999,2.0,17.5,7.4,185.8,44990.0,567.754,2.1,3400.435300000012,0.30000000000001137,-241.0030781075111,0.0,0.6315,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0,6.065097163689671,1333.962130868232,35.90312527380592,2.972972972972965,-1.9429729729729648,3.2910270270270354,0,1,7.372686812216922,1,0,1,267015.00653333333,262188.5455666667,1.0866666666666667,1.1716666666666666,7.4,7.333333333333333,190.04999999999998,189.4,1.2735033584757582,14.822035712694337,-0.5376366562476642,4.42798246301408,0.1577287066246047
2003-09-01,2003,9,7.3,190.8,1.01,6.1475,273853.4797,6.6484025309919055,44326.855206336746,568.502,17.5,5.1,2.1,17.5,7.4,185.6,45303.742692503285,567.754,2.0,3438.8055000000168,0.30000000000001137,-258.5268414414604,0.0,-0.11650000000000027,-1.0,-1.8369701987210297e-16,0,0,1,0,0,6.178048914709638,1334.3594349243438,36.123278190064525,2.6910656620021456,-1.6810656620021456,3.4564343379978544,0,1,7.651224339633744,1,0,1,270427.4642666667,265432.5316,1.0166666666666666,1.1316666666666666,7.366666666666667,7.3500000000000005,190.5,189.73333333333332,1.2716785840759082,14.67066191400157,-0.5798466438269423,2.376141240163565,0.15748031496063408
2003-10-01,2003,10,7.3,190.6,1.01,5.952,277296.3296,5.839691862761832,44075.216295787,568.502,17.5,4.59,2.1,17.5,7.4,185.4,45595.68684374742,567.754,2.0,3442.849899999972,-0.20000000000001705,-251.63891054974374,0.0,-0.1955,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,6.291434345757386,1323.187103524236,36.02533708679401,2.69396551724137,-1.6839655172413701,3.25803448275863,0,1,7.762499617443885,1,0,1,273854.82783333334,268761.6313333333,1.0166666666666668,1.09,7.333333333333333,7.349999999999999,190.63333333333333,190.04166666666666,1.2571868371990425,14.64371197243992,-0.5676895177390562,0.5367726869550005,-0.10482180293501786
2003-11-01,2003,11,7.3,190.4,1.0,5.9325,280583.8043,4.7,43829.4304779556,568.502,17.5,4.08,2.0,17.5,7.3,185.85,45924.70286092179,567.754,1.89,3287.4747000000207,-0.19999999999998863,-245.78581783140544,0.0,-0.01949999999999985,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,6.401721428735474,1336.0676325206011,36.58001351012548,2.6968716289104577,-1.6968716289104577,3.2356283710895424,0,1,7.761439606117637,1,0,1,277244.5378666667,272129.7722,1.0066666666666666,1.0466666666666666,7.3,7.3500000000000005,190.6,190.32500000000002,1.185545695733592,14.712400766804024,-0.557650848907798,-1.142155236380571,-0.10493179433367361
2003-12-01,2003,12,7.3,190.55,0.98,5.876,283639.3743,3.632645364144345,43620.42263502615,568.502,17.5,4.08,2.0,17.5,7.3,186.3,46245.25070158636,567.754,1.8,3055.570000000007,0.15000000000000568,-209.00784292944445,0.0,-0.05649999999999977,-2.4492935982947064e-16,1.0,0,0,0,1,0,6.502444432352758,1342.4122341345274,36.92982744435683,2.528921172988974,-1.5489211729889738,3.3470788270110265,0,1,7.595616241301251,1,0,1,280506.5027333333,275466.98350000003,0.9966666666666666,1.0066666666666668,7.3,7.333333333333333,190.51666666666668,190.50833333333333,1.0890044090830608,14.746033339531106,-0.4768664357493013,-2.4891613490467424,0.07878151260505284
2004-01-01,2004,1,7.4,190.7,1.0,5.7125,286402.0668,2.7649616127294383,43450.0,567.754,19.9,4.16,1.89,17.5,7.3,187.55,46574.80135740167,567.754,1.8,2762.6924999999464,0.14999999999997726,-170.42263502615242,-0.7479999999999336,-0.16349999999999998,0.49999999999999994,0.8660254037844387,0,0,0,1,0,6.591532032220943,1331.638566496515,36.77712956952401,2.3617820719269877,-1.3617820719269877,3.3507179280730126,0,1,7.260971542143468,1,0,1,283541.7484666666,278698.28815,0.9933333333333333,1.005,7.333333333333333,7.333333333333333,190.54999999999998,190.59166666666667,0.9740158632129514,14.816604312399706,-0.3906945983813248,-3.5301953818827725,0.07871949619522312
2004-02-01,2004,2,7.6,191.75,1.01,5.635,289510.4273,2.3,43338.49582723196,567.754,19.9,4.16,1.8,17.5,7.3,188.8,46888.36141306701,567.754,1.71,3108.36050000001,1.0500000000000114,-111.50417276803637,0.0,-0.07750000000000057,0.8660254037844386,0.5000000000000001,0,0,0,1,0,6.68021401698221,1334.730903026211,36.957375955467086,2.239402825913084,-1.2294028259130838,3.395597174086916,0,1,7.061655642946607,1,0,1,286517.2894666667,281880.91366666666,0.9966666666666667,1.0016666666666667,7.433333333333333,7.366666666666666,191.0,190.79999999999998,1.085313571487112,14.954976209475213,-0.2566264045294253,-4.169683176823669,0.5506030414263341
2004-03-01,2004,3,7.8,192.8,1.0,5.445,293028.796,2.320480717670294,43286.94850273839,567.754,19.9,4.680000000000001,1.8,17.5,7.4,188.75,47202.93600790964,567.754,1.71,3518.368699999992,1.0500000000000114,-51.54732449357107,0.0,-0.1899999999999995,1.0,6.123233995736766e-17,1,0,0,0,0,6.769449132720976,1322.9500815032131,36.67479812543094,2.1186440677966045,-1.1186440677966045,3.3263559322033958,0,1,7.002034927949818,1,0,1,289647.09669999994,285076.79971666663,1.0033333333333332,1.0,7.6000000000000005,7.45,191.75,191.13333333333333,1.21528220341236,15.1890006682605,-0.11894119421925753,-4.4309589210271945,0.5475880052151272
2004-04-01,2004,4,7.9,193.45,1.0,5.83,297369.7285,2.667580345550604,43284.361492878284,567.754,19.9,5.2,1.71,17.5,7.6,188.7,47503.955647377785,567.754,1.71,4340.932500000054,0.6499999999999773,-2.5870098601080826,0.0,0.3849999999999998,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,6.8701424312087225,1400.4088588119355,38.8244292537576,2.490066225165566,-1.4900662251655659,3.339933774834434,0,1,7.238970284589019,1,0,1,293302.98393333337,288422.3662,1.0033333333333332,0.9983333333333334,7.766666666666667,7.550000000000001,192.66666666666666,191.60833333333335,1.4814013364065515,15.563394942680997,-0.005976420028652729,-4.405075855220931,0.3371369294605797
2004-05-01,2004,5,8.1,194.1,1.0,6.27,302469.561,3.1,43329.74436560356,567.754,19.9,5.720000000000001,1.71,17.5,7.8,189.45,47778.58575836722,567.136,1.8,5099.83249999996,0.6500000000000057,45.382872725276684,0.0,0.4399999999999995,0.49999999999999994,-0.8660254037844387,1,0,0,0,1,6.980644945602525,1493.03464999306,41.348999543462114,2.861685214626397,-1.8616852146263971,3.4083147853736024,0,0,7.800078395330234,1,0,1,297622.6951666667,292069.9923166667,1.0,0.9983333333333334,7.933333333333333,7.683333333333333,193.45000000000002,192.225,1.7149803800557084,16.166916375331255,0.10484819727036854,-4.110140355241976,0.3360041354355081
