Date,House_Index,CPI,Poverty_Rate,Unemployment_Rate,Median_Household_Income,Population,Interest_Rate,Mortgage_Rate,GDP,House_Index_pct_change,CPI_pct_change,Poverty_Rate_pct_change,Median_Household_Income_pct_change,Population_pct_change,Interest_Rate_pct_change,Mortgage_Rate_pct_change,GDP_pct_change,dummy_crisis_2008_period,dummy_covid_2020_period
2016-04-01,251.36,253.784,12.6,4.6,91160.0,6141.31,0.37,3.605,18711.702,0.0150218058471975,0.0118696846579242,-0.0078740157480314,0.0313383866953276,0.0022928678899103,0.0882352941176469,-0.0690768237572627,0.0100275111650247,0,0
2016-07-01,253.91,254.305,12.5,5.3,93930.0,6155.359,0.39,3.44,18892.639,0.0101448122215148,0.0020529268984648,-0.0079365079365079,0.0303861342694164,0.0022876226733383,0.0540540540540541,-0.0457697642163661,0.0096697243254513,0,0
2016-10-01,255.9,253.751,12.4,5.0,96700.0,6170.967000000001,0.4,3.47,19089.379,0.0078374227088338,-0.0021784864631053,-0.008,0.0294900457787714,0.002535676635595,0.0256410256410257,0.0087209302325581,0.0104135795957358,0,0
2017-01-01,253.92,254.495,12.3,5.2,99470.0,6186.575000000001,0.65,4.15,19280.084,-0.0077373974208675,0.0029320081497214,-0.0080645161290322,0.0286452947259565,0.0025292632418874,0.625,0.1959654178674352,0.0099901102073565,0,0
2017-04-01,261.02,255.4685,12.175,4.4,100327.5,6202.183,0.9,4.045,19438.643,0.0279615626969123,0.0038252224994597,-0.0101626016260162,0.0086206896551723,0.0025228822086533,0.3846153846153846,-0.0253012048192772,0.0082239786922091,0,0
2017-07-01,262.16,255.518,12.05,5.2,101185.0,6217.791,1.15,3.9675,19692.595,0.0043674814190484,0.0001937616575038,-0.0102669404517453,0.0085470085470085,0.0025165332915846,0.2777777777777777,-0.019159456118665,0.0130642864319283,0,0
2017-10-01,263.37,257.844,11.925,4.8,102042.5,6227.42125,1.15,3.895,20037.088,0.0046155019835214,0.0091030768869511,-0.0103734439834024,0.0084745762711864,0.001548821760011,0.0,-0.0182734719596723,0.0174935299283816,0,0
2018-01-01,265.35,260.219,11.8,5.1,102900.0,6237.0515,1.41,4.032500000000001,20328.553,0.0075179405399248,0.0092109957959076,-0.010482180293501,0.0084033613445377,0.0015464266208102,0.2260869565217391,0.0353016688061618,0.0145462753869225,0,0
2018-04-01,267.91,260.898,11.475,4.2,104700.0,6246.68175,1.69,4.4675,20580.912,0.0096476351987939,0.0026093405938845,-0.0275423728813559,0.0174927113702623,0.0015440388779859,0.198581560283688,0.1078735275883446,0.0124140168756723,0,0
2018-07-01,270.62,262.016,11.15,4.9,106500.0,6256.312,1.91,4.5275,20798.73,0.0101153372401179,0.0042851995799124,-0.0283224400871459,0.0171919770773638,0.0015416584973293,0.1301775147928994,0.0134303301622831,0.0105834960083401,0,0
2018-10-01,270.53,262.088,10.825,4.3,108300.0,6266.5975,2.19,4.83,20917.867,-0.0003325696548667,0.0002747923790913,-0.0291479820627803,0.0169014084507042,0.0016440196716531,0.1465968586387434,0.0668139149641082,0.0057280901285798,0,0
2019-01-01,273.46,262.304,10.5,5.3,110100.0,6276.883,2.4,4.464,21111.6,0.0108305918012789,0.0008241506669512,-0.0300230946882216,0.0166204986149585,0.0016413213071366,0.095890410958904,-0.0757763975155279,0.0092616039675554,0,0
2019-04-01,278.07,265.112,10.75,3.8,108375.0,6287.1685,2.42,4.1425,21397.938,0.0168580413954508,0.0107051360253753,0.0238095238095237,-0.01566757493188,0.001638631785872,0.0083333333333333,-0.0720206093189964,0.0135630648553402,0,0
2019-07-01,280.81,265.17,11.0,4.7,106650.0,6297.454,2.4,3.765,21717.171,0.009853633977056,0.0002187754609372,0.0232558139534884,-0.015916955017301,0.0016359510644576,-0.0082644628099173,-0.0911285455642727,0.0149188674161033,0,0
2019-10-01,282.95,265.263,11.25,4.1,104925.0,6288.20925,1.83,3.688,21933.217,0.0076208112246713,0.0003507184070594,0.0227272727272727,-0.0161744022503516,-0.0014680138989502,-0.2374999999999999,-0.0204515272244355,0.0099481649796837,0,0
2020-01-01,285.97,266.433,11.5,4.3,103200.0,6278.9645,1.55,3.624,21727.657,0.0106732638275315,0.0044107169111411,0.0222222222222221,-0.0164403145103645,-0.001470172132074,-0.1530054644808743,-0.017353579175705,-0.0093720861832534,0,1
2020-04-01,288.91,265.559,11.525,9.4,102775.0,6269.71975,0.05,3.306,19935.444,0.0102807986851767,-0.0032803744280924,0.0021739130434783,-0.0041182170542635,-0.0014723367204895,-0.967741935483871,-0.0877483443708609,-0.0824853319435224,0,1
2020-07-01,293.29,267.287,11.55,9.5,102350.0,6260.475,0.09,3.016,21684.551,0.0151604305839188,0.006507028569922,0.002169197396963,-0.0041352468985648,-0.0014745076923095,0.7999999999999998,-0.087719298245614,0.0877385524997587,0,1
2020-10-01,298.72,268.744,11.575,8.5,101925.0,6260.16575,0.09,2.834,22068.767,0.0185140986736678,0.0054510694496927,0.002164502164502,-0.0041524181729359,-4.9397210275636816e-05,0.0,-0.0603448275862068,0.0177184208241156,0,1
2021-01-01,304.73,270.535,11.6,7.5,101500.0,6259.8565,0.09,2.735,22656.793,0.0201191751472951,0.0066643348316612,0.002159827213823,-0.0041697326465538,-4.939965048056383e-05,0.0,-0.0349329569513056,0.026645167806611,0,1
2021-04-01,318.67,274.0845,11.575,7.0,102550.0,6259.5472500000005,0.07,3.06,23368.861,0.0457454139730253,0.013120298667455,-0.0021551724137931,0.0103448275862068,-4.940209092640924e-05,-0.2222222222222221,0.1188299817184643,0.0314284550333314,0,1
2021-07-01,330.13,279.099,11.55,7.3,103600.0,6259.238,0.1,2.868,23921.991,0.0359619669250321,0.0182954526797392,-0.0021598272138227,0.0102389078498292,-4.940453161372815e-05,0.4285714285714286,-0.0627450980392156,0.0236695318612234,0,1
2021-10-01,336.72,282.5865,11.525,5.4,104650.0,6266.881,0.08,3.0675,24777.038,0.0199618332172175,0.0124955660894521,-0.0021645021645021,0.010135135135135,0.0012210751532375,-0.2,0.0695606694560668,0.0357431369320386,0,1
2022-01-01,345.63,286.678,11.5,5.0,105700.0,6274.524,0.08,3.4450000000000003,25215.491,0.0264611546685673,0.0144787525235636,-0.0021691973969631,0.0100334448160535,0.0012195859471402,0.0,0.1230643846780767,0.0176959408949528,0,0
2022-04-01,362.16,294.393,11.4,3.5,107025.0,6282.167,0.33,4.9825,25805.791,0.0478257095738217,0.0269117267456866,-0.0086956521739129,0.0125354777672659,0.0012181003690479,3.125,0.446298984034833,0.0234102123968158,0,0
2022-07-01,360.67,299.937,11.3,3.9,108350.0,6289.81,1.68,5.4125,26272.011,-0.0041142036668876,0.0188319695101446,-0.0087719298245613,0.0123802849801448,0.0012166184057189,4.090909090909091,0.0863020572002006,0.0180664874794962,0,0
2022-10-01,356.32,299.6765,11.2,3.5,109675.0,6303.82775,3.08,6.9,26734.277,-0.0120608866831175,-0.000868515721635,-0.008849557522124,0.0122288878634055,0.0022286444264612,0.8333333333333335,0.2748267898383374,0.0175953793563803,0,0
2023-01-01,357.48,299.149,11.1,3.6,111000.0,6317.8455,4.33,6.2725,27164.359,0.0032555006735519,-0.0017602314495797,-0.0089285714285713,0.0120811488488716,0.0022236886152227,0.4058441558441559,-0.0909420289855073,0.0160872874923829,0,0
2023-04-01,369.72,304.272,11.04078310682437,2.6,111517.62796549006,6331.86325,4.83,6.342499999999999,27453.815,0.0342396777442095,0.0171252452791084,-0.0053348552410478,0.0046633150044148,0.0022187547954442,0.1154734411085449,0.0111598246313271,0.0106557272343514,0,0
2023-07-01,372.73,305.273,10.98289023070196,3.4,111942.64451845863,6345.881,5.12,6.84,27967.697,0.0081412961159796,0.0032898196350634,-0.0052435479949447,0.0038112051047221,0.0022138428210685,0.0600414078674949,0.078439101300749,0.0187180543031997,0,0
2023-10-01,371.05,308.8365,10.926300572945784,3.6,112308.2359455366,6368.533,5.33,7.62,28296.967,-0.0045072840930432,0.0116731581240396,-0.0051525287576836,0.0032658816365347,0.0035695595300322,0.041015625,0.1140350877192983,0.0117732253749744,0,0
2024-01-01,377.13,309.961,10.870993478939988,3.9,112690.09733836298,6391.185,5.33,6.6425,28624.069,0.0163859318151191,0.0036410851696611,-0.0050618316452633,0.0034001192308956,0.0035568630954727,0.0,-0.1282808398950131,0.0115596134384297,0,0
2024-04-01,392.17,314.3875,10.835201545533732,3.4,113086.00617640046,6413.837,5.33,6.9925,29016.714,0.0398801474292684,0.0142808288784717,-0.0032924252484922,0.0035132531374848,0.0035442566597587,0.0,0.052691004892736,0.0137173020369676,0,0
2024-07-01,394.52,316.445,10.80002098021212,4.6,113494.04354132056,6436.489,5.33,6.8475,29374.914,0.0059922992579748,0.0065444713927875,-0.0032468768738421,0.0036082038681568,0.0035317392693328,0.0,-0.0207365033964961,0.0123446093861627,0,0
2024-10-01,392.54,317.0635,10.765442209397698,4.1,113912.55264413547,6457.275840686721,4.83,6.428,29723.864,-0.0050187569704956,0.0019545260629809,-0.003201731818649,0.0036874983898387,0.0032295309891341,-0.0938086303939962,-0.0612632347572107,0.0118791837143761,0,0
2025-01-01,397.59532934720016,318.175,10.73145575315409,4.3,114340.10301763388,6477.698317807769,4.33,6.958,30087.80914161877,0.0128785075335,0.003505606921011,-0.0031569958374713,0.0037533209780145,0.0031627078701468,-0.10351966873706,0.0824517734909771,0.0122442069314665,0,0
2025-04-01,406.95085385543535,321.39848205333186,10.70566852931704,4.5,114775.45960022503,6497.787966369258,4.33,6.63,30451.75428323754,0.0235302676306479,0.0101311606924863,-0.0024029567311473,0.0038075580754375,0.0031013560026809,0.0,-0.0471399827536649,0.012096099782664,0,0
2025-07-01,408.6715033972086,323.43702095267446,10.68015083528457,5.071454874509007,115217.55604301218,6517.573592079691,4.093904204127538,6.606843971615705,30815.69942485631,0.0042281507102686,0.0063427147705206,-0.0023835684770726,0.0038518377040441,0.0030449786624058,-0.0545255879613075,-0.0034926136326236,0.0119515328487693,0,0
2025-10-01,407.94823528435415,324.8674520306734,10.654898504991882,4.7010886152124645,115665.47166319018,6537.141262797953,3.818760459398041,6.58368794323141,31179.64456647508,-0.0017698031471292,0.0044225953905512,-0.0023644170089115,0.0038875639751532,0.0030022937895233,-0.0672081541263454,-0.0035048547360552,0.0118103806959255,0,0
2026-01-01,412.0882620646303,326.0948055435696,10.6299074142259,5.138231925412155,116118.41154567062,6556.509842133523,3.526571492073297,6.560531914847115,31543.58970809385,0.010148412034165,0.0037780131719082,-0.0023455024704622,0.0039159472223426,0.0029628515825097,-0.076514086293541,-0.0035171819478627,0.0116725237467938,0,0
2026-04-01,419.20087422563904,329.18694952971896,10.608368205943863,4.840869232955142,116575.6893628776,6575.696561084675,3.236313161215817,6.53737588646282,31907.53484971261,0.0172599241855939,0.0094823466476108,-0.0020262837146831,0.0039380302496399,0.0029263616486707,-0.0823060957391323,-0.0035295961798295,0.0115378479426955,0,0
2026-07-01,421.0357450611672,331.1796347287187,10.586954551773406,5.311662435704626,117036.71254140513,6594.7171593380135,2.9633724471988594,6.514219858078524,32271.479991331387,0.0043770682466193,0.0060533541862657,-0.0020185624928119,0.0039547111498732,0.0028925602142142,-0.0843369292217751,-0.003542098356658,0.0114062444288782,0,0
2026-10-01,421.1812149230632,332.6124598900221,10.56566456146215,4.936957588472799,117500.96945494838,6613.586014338804,2.719299504689904,6.491063829694229,32635.42513295016,0.0003455047786378,0.0043264289559261,-0.0020109645514337,0.0039667631075934,0.0028612076219329,-0.0823632354210711,-0.0035546894161975,0.0112776092610731,0,0
2027-01-01,424.68852273885153,333.8586940938586,10.544496363943551,5.382791867850596,117968.01836671484,6632.316259190482,2.511830848232758,6.467907801309934,32999.37027456893,0.0083273130223271,0.0037468055293197,-0.0020034894535463,0.0039748515602293,0.0028320860741917,-0.0762948899521108,-0.0035673703096809,0.011151843131693,0,0
