Date,House_Index,CPI,Poverty_Rate,Unemployment_Rate,Median_Household_Income,Population,Interest_Rate,Mortgage_Rate,GDP,House_Index_pct_change,CPI_pct_change,Poverty_Rate_pct_change,Median_Household_Income_pct_change,Population_pct_change,Interest_Rate_pct_change,Mortgage_Rate_pct_change,GDP_pct_change,dummy_crisis_2008_period,dummy_covid_2020_period
2013-10-01,227.43,247.551,14.8,7.8,83397.5,5984.016250000001,0.09,4.192,17192.019,0.0070849754239914,0.0055772652308492,0.0,0.0285194548930134,0.0029258488854295,0.0,-0.0407322654462242,0.0140487953229233,0,0
2014-01-01,229.09,247.679,14.8,7.0,85710.0,6001.4735,0.07,4.432,17197.738,0.0072989491272039,0.0005170651704093,0.0,0.0277286489403159,0.0029173132676569,-0.2222222222222221,0.0572519083969467,0.0003326543554891,0,0
2014-04-01,233.89,250.017,14.475,6.1,86290.0,6018.93075,0.09,4.3375,17518.508,0.0209524640970797,0.0094396375954359,-0.0219594594594595,0.0067670050169175,0.0029088273071604,0.2857142857142856,-0.0213222021660649,0.0186518715426413,0,0
2014-07-01,235.74,250.326,14.15,7.2,86870.0,6036.388,0.09,4.13,17804.228,0.0079097011415623,0.0012359159577148,-0.0224525043177892,0.006721520454282,0.0029003905718634,0.0,-0.0478386167146974,0.0163096081013289,0,0
2014-10-01,238.95,250.303,13.825,6.3,87450.0,6052.081749999999,0.09,4.036,17912.079,0.0136166963603969,-9.18801882344722e-05,-0.0229681978798587,0.0066766432600438,0.0025998577294898,0.0,-0.0227602905569007,0.0060576060922159,0,0
2015-01-01,240.19,247.127,13.5,6.5,88030.0,6067.7755,0.11,3.67,18063.529,0.0051893701611216,-0.0126886213908742,-0.023508137432188,0.0066323613493424,0.0025931159968222,0.2222222222222223,-0.0906838453914766,0.0084551882559247,0,0
2015-04-01,243.38,250.905,13.3,5.5,88120.0,6083.46925,0.12,3.672,18279.784,0.0132811524210001,0.0152876860885293,-0.0148148148148147,0.0010223787345222,0.0025864091379121,0.0909090909090908,0.0005449591280655,0.0119719131294888,0,0
2015-07-01,245.63,250.992,13.1,6.2,88210.0,6099.163,0.13,4.046,18401.626,0.0092448023666693,0.0003467447838823,-0.0150375939849625,0.0010213345438039,0.0025797368828648,0.0833333333333334,0.1018518518518518,0.0066653960462552,0,0
2015-10-01,246.65,251.8515,12.9,5.6,88300.0,6113.212,0.12,3.796,18435.137,0.0041525872246874,0.0034244119334481,-0.0152671755725189,0.0010202924838453,0.0023034308150151,-0.0769230769230769,-0.0617894216510134,0.0018210890711505,0,0
2016-01-01,247.64,250.807,12.7,5.4,88390.0,6127.261,0.34,3.8725,18525.933,0.0040137847151833,-0.0041472852057661,-0.0155038759689922,0.0010192525481313,0.0022981372149371,1.8333333333333333,0.0201527924130664,0.0049251600354258,0,0
